FACILITY_NAME,site_id,CLASS_STATUS,CONTACT,Latitude,Longitude,LOCATION_ADDRESS_LINE_1,LOCATION_ADDRESS_LINE_2,CITY,STATE,ZIP,NAICS,SIC,COUNTY,PERMIT_DOCUMENT_LINK,PUBLIC_RECORDS_SEARCH_LINK,FACILITY_ECHO_LINK,x,y
Toyota Battery Mfg. Inc. dba Toyota Battery Manufacturing NC,7600353,Title V,Winston-Salem Regional Office,35.8983,-79.6471,4857 Dogwood Lane,,Liberty,NC,27298,Primary Battery Manufacturing (335912),"Primary Batteries, Dry And Wet (3692)",Randolph,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%227600353%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%227600353%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003707600353,-8866274.615,4286636.617063872
"Transcontinental Gas Pipe Line Company, LLC - Station 150",4900225,Title V,Mooresville Regional Office,35.5255,-80.859,236 Transco Road,,Mooresville,NC,28117,Pipeline Transportation of Natural Gas (486210),Natural Gas Transmission (4922),Iredell,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224900225%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224900225%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704900225,-9001182.706,4235525.8026045235
"Transcontinental Gas Pipe Line Company, LLC - Station 160",7900131,Title V,Winston-Salem Regional Office,36.3425,-79.8208,4300 NC Highway 65,,Reidsville,NC,27320,Pipeline Transportation of Natural Gas (486210),Natural Gas Transmission (4922),Rockingham,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%227900131%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%227900131%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003707900131,-8885610.811,4347851.762804316
Tree Brand Packaging - Newton Facility (ACI),1800594,Title V,Mooresville Regional Office,35.6118,-81.3041,2800 Woodtech Drive,,Newton,NC,28658,Wood Container and Pallet Manufacturing (321920),Wood Pallets And Skids (2448),Catawba,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221800594%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221800594%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701800594,-9050731.011,4247336.2865886735
"Trelleborg Coated Systems US, Inc.",8100082,Title V,Asheville Regional Office,35.3778,-81.9481,715 Railroad Avenue,,Rutherfordton,NC,28139,Fabric Coating Mills (313320),"Fabricated Rubber Products, Nec (3069)",Rutherford,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%228100082%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%228100082%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003708100082,-9122420.763,4215341.918852301
Triangle Brick Company - Wadesboro Brick Manufacturing Plant,0400043,Title V,Fayetteville Regional Office,35.0191,-80.0854,2960 US Hwy 52 North,,Wadesboro,NC,28170,Clay Building Material and Refractories Manufacturing  (327120),Brick And Structural Clay Tile (3251),Anson,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%220400043%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%220400043%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003700400043,-8915065.948,4166477.060800075
Triangle Brick Company-Merry Oaks Brick Manufacturing Plant,1900077,Title V,Raleigh Regional Office,35.6421,-79.0009,294 King Rd,,Moncure,NC,27559,Clay Building Material and Refractories Manufacturing  (327120),Brick And Structural Clay Tile (3251),Chatham,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221900077%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221900077%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701900077,-8794339.96,4251485.978012759
Troy Lumber Company Inc.,6200029,Title V,Fayetteville Regional Office,35.3673,-79.8936,110 Leslie Street,,Troy,NC,27371,"Cut Stock, Resawing Lumber, and Planing (321912)",Sawmills & Planing Mills General (2421),Montgomery,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226200029%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226200029%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706200029,-8893714.87,4213908.454102213
Tuscarora Long-Term Regional Landfill,2500197,Title V,Washington Regional Office,35.1771,-77.2336,7400 Old US Highway 70 West,,New Bern,NC,28562,Solid Waste Landfill (562212),Refuse Systems (4953),Craven,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222500197%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222500197%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702500197,-8597605.024,4187974.4473396544
"Unilin Flooring NC, LLC - Thomasville Facility",2900346,Title V,Winston-Salem Regional Office,35.8635,-80.0526,550 Cloniger Drive,,Thomasville,NC,27360,Paper Bag and Coated and Treated Paper Manufacturing (322220),Paper Coated And Laminated Packaging (2671),Davidson,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222900346%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222900346%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702900346,-8911414.669,4281855.401098945
"Unilin Flooring, N.V.",6200061,Title V,Fayetteville Regional Office,35.2514,-79.9747,149 Homanit USA Road,,Mount Gilead,NC,27306,Reconstituted Wood Product Manufacturing (321219),Reconstituted Wood Products (2493),Montgomery,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226200061%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226200061%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706200061,-8902742.88,4198098.099784094
Upper Piedmont Environmental Landfill,7300079,Title V,Raleigh Regional Office,36.3293,-78.8333,9650 Oxford Road,,Rougemont,NC,27572,Solid Waste Landfill (562212),Refuse Systems (4953),Person,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%227300079%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%227300079%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003707300079,-8775682.814,4346027.6622766955
Uwharrie Environmental Landfill,6200052,Title V,Fayetteville Regional Office,35.3345,-79.9615,500 Landfill Road,NC SR 1137,Mount Gilead,NC,27306,Solid Waste Landfill (562212),Refuse Systems (4953),Montgomery,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226200052%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226200052%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706200052,-8901273.463,4209431.7837521825
"Uwharrie Mountain Renewable Energy, LLC",6200087,Title V,Fayetteville Regional Office,35.3333,-79.966,561 Landfill Road,,Mount Gilead,NC,27306,Other Electric Power Generation (221119),Electric Services (4911),Montgomery,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226200087%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226200087%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706200087,-8901774.401,4209268.037591453
"VinFast Manufacturing US, LLC",1900137,Title V,Raleigh Regional Office,35.6161,-79.0133,3080 Moncure Flatwood Road,,Moncure,NC,27559,Automobile Manufacturing (336111),Motor Vehicles And Car Bodies (3711),Chatham,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221900137%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221900137%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701900137,-8795720.322,4247925.090953243
WSACC - Rocky River Regional WWTP,1300002,Title V,Mooresville Regional Office,35.3263,-80.542,6400 Breezy Lane,,Concord,NC,28025,Sewage Treatment Facilities (221320),Sewerage Systems (4952),Cabarrus,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%221300002%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%221300002%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003701300002,-8965894.427,4208312.9001042135
Wall Recycling LLC,9200847,Title V,Raleigh Regional Office,35.7064,-78.826,3000 Gresham Lake Road,,Raleigh,NC,27615,Solid Waste Combustors and Incinerators (562213),Refuse Systems (4953),Wake,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%229200847%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%229200847%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003709200847,-8774870.181,4260297.305517038
"Waste Management of Carolinas, Inc. - Great Oak Landfill",7600336,Title V,Winston-Salem Regional Office,35.7461,-79.7422,3597 Old Cedar Falls Road,,Randleman,NC,27317,Solid Waste Landfill (562212),Refuse Systems (4953),Randolph,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%227600336%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%227600336%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003707600336,-8876861.099,4265741.1295592915
Wayne County Municipal Solid Waste Landfill,9600250,Title V,Washington Regional Office,35.2913,-78.0691,460B South Landfill Road,,Dudley,NC,28333,Solid Waste Landfill (562212),Refuse Systems (4953),Wayne,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%229600250%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%229600250%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003709600250,-8690612.459,4203538.452588403
West Fraser - Seaboard Lumber Mill,6600041,Title V,Raleigh Regional Office,36.5008,-77.4184,4400 NC Highway 186 East,,Seaboard,NC,27876,Sawmills (321113),Sawmills & Planing Mills General (2421),Northampton,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226600041%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226600041%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706600041,-8618176.866,4369751.2966081975
"West Fraser, Inc. - Armour Lumber Mill",2400125,Title V,Wilmington Regional Office,34.3387,-78.2416,361 Federal Road,,Riegelwood,NC,28456,Sawmills (321113),Sawmills & Planing Mills General (2421),Columbus,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222400125%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222400125%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702400125,-8709815.071,4074372.3386057066
"WestRock Kraft Paper, LLC",4200007,Title V,Raleigh Regional Office,36.477,-77.6446,100 Gaston Road,,Roanoke Rapids,NC,27870,Paper Mills  (322120),Pulp Mills (2611),Halifax,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224200007%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224200007%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704200007,-8643357.335,4366455.903668772
Weyerhaeuser NR Company - Elkin Facility,8600108,Title V,Winston-Salem Regional Office,36.255,-80.789,524 Pride Way,,Elkin,NC,28621,Engineered Wood Member Manufacturing  (321215),"Structural Wood Members, Nec (2439)",Surry,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%228600108%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%228600108%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003708600108,-8993390.342,4335765.946321448
Weyerhaeuser NR Company - Grifton,7400252,Title V,Washington Regional Office,35.4128,-77.4206,371 East Hanrahan Road,,Grifton,NC,28530,Sawmills (321113),Sawmills & Planing Mills General (2421),Pitt,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%227400252%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%227400252%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003707400252,-8618421.769,4220121.482516227
Weyerhaeuser NR Company - New Bern Lumber Facility,2500171,Title V,Washington Regional Office,35.2174,-77.1149,1785 Weyerhaeuser Road,,Vanceboro,NC,28560,All Other Miscellaneous Wood Product Manufacturing (321999),"Wood Products, Nec (2499)",Craven,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222500171%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222500171%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702500171,-8584391.401,4193464.3228692855
Weyerhaeuser NR Company - Plymouth Lumber,5900107,Title V,Washington Regional Office,35.8599,-76.7914,NC Hwy 149 North,PO Box 787   (MAILING ADDRESS),Plymouth,NC,27962,Sawmills (321113),Sawmills & Planing Mills General (2421),Martin,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%225900107%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%225900107%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003705900107,-8548379.545,4281360.912404547
White Oak Landfill,4400857,Title V,Asheville Regional Office,35.6642,-82.9981,3898 Fines Creek Road,,Waynesville,NC,28785,Solid Waste Landfill (562212),Refuse Systems (4953),Haywood,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224400857%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224400857%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704400857,-9239306.229,4254513.643093902
White River Marine Group - New Bern,2500048,Title V,Washington Regional Office,35.1393,-77.0715,110 North Glenburnie Road,,New Bern,NC,28560,Boat Building (336612),Boat Building And Repairing (3732),Craven,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%222500048%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%222500048%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003702500048,-8579560.135,4182827.6078908006
"Wilbara, LLC",6500347,Title V,Wilmington Regional Office,34.3156,-77.9746,4620 Highway 421 North,,Wilmington,NC,28401,Other Basic Inorganic Chemical Manufacturing  (325180),Industrial Inorganic Chemicals (2819),New Hanover,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%226500347%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%226500347%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003706500347,-8680092.767,4071258.5299228854
Wilsonart LLC,4500259,Title V,Asheville Regional Office,35.4363,-82.4768,80 L.A. White Drive,Cane Creek Industrial Park,Fletcher,NC,28732,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing (326130)",Laminated Plastics Plate And Sheet (3083),Henderson,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%224500259%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%224500259%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003704500259,-9181275.378,4223331.782976211
Wireway/Husky Corporation,5500075,Title V,Mooresville Regional Office,35.537,-81.0373,6146 Denver Industrial Park Road,,Denver,NC,28037,All Other Miscellaneous Fabricated Metal Product Manufacturing (332999),"Fabricated Metal Products, Nec (3499)",Lincoln,https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D%3A%5BFacility%20ID%5D%20%3D%20%225500075%22%7D%20%26%20%7BLF%3Atags%20%3D%20%22Current%20Permit%22%7D&view=search,"https://edocs.deq.nc.gov/AirQuality/Search.aspx?dbid=0&searchcommand=%7B%5BFacility%5D:%5BFacility%20ID%5D%20%3D%20%225500075%22,%20%5BPublicly%20Accessible%3F%5D%20%3D%20%22Yes%22%7D",https://echo.epa.gov/detailed-facility-report?fid=NC0000003705500075,-9021030.971,4237098.887190444
